A99;Outras doenças gerais NE;Outras doenças gerais NE;true
B02;Gânglio linfático aumentado/doloroso;Gânglio linfático aumentado/doloroso;true
B04;Sinais/sintomas sangue;Sinais/sintomas sangue;true
B25;Medo de VIH/ HIV/SIDA/ AIDS;Medo de VIH/ HIV/SIDA/ AIDS;true
B26;Medo de câncer no sangue/linfático;Medo de câncer no sangue/linfático;true
B27;Medo de outras doenças do sangue /vasos linfáticos;Medo de outras doenças do sangue /vasos linfáticos;true
B28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
B29;Outros sinais/ sintomas do sangue/ sistema linfático/ baço NE;Outros sinais/ sintomas do sangue/ sistema linfático/ baço NE;true
B70;Linfadenite aguda;Linfadenite aguda;true
B71;Linfadenite crónica NE;Linfadenite crónica NE;true
B72;Doença de Hodgkin/linfomas;Doença de Hodgkin/linfomas;true
B73;Leucemia;Leucemia;true
B74;Outra neoplasia maligna no sangue;Outra neoplasia maligna no sangue;true
B75;Neoplasia benigna NE;Neoplasia benigna NE;true
B76;Rotura traumática do baço;Rotura traumática do baço;true
B77;Outras lesões traumáticas do sangue/linfa/baço;Outras lesões traumáticas do sangue/linfa/baço;true
B78;Anemia hemolítica hereditária;Anemia hemolítica hereditária;true
B79;Outra malformação congênita do sangue/linfática;Outra malformação congénita do sangue/linfática;true
B80;Anemia por deficiência de ferro;Anemia por deficiência ferro/ ferropriva;true
B81;Anemia perniciosa/deficiência de folatos;Anemia perniciosa/deficiência de folatos;true
B82;Outras anemias NE;Outras anemias NE;true
B83;Púrpura/defeitos de coagulação;Púrpura/defeitos de coagulação;true
B84;Glóbulos brancos anormais;Glóbulos brancos anormais;true
B87;Esplenomegalia;Esplenomegalia;true
B90;Infecção por VIH/ HIV/SIDA/ AIDS;Infecção por VIH/ HIV/SIDA/ AIDS;true
B99;Outra doença do sangue/linfáticos/baço;Outra doença do sangue/linfáticos/baço;true
D01;Dor abdominal generalizada/cólicas;Dor abdominal generalizada/cólicas;true
D02;Dores abdominais, epigástricas;Dores abdominais, epigástricas;true
D03;Azia/ Queimação;Azia/ queimação;true
D04;Dor anal/retal;Dor anal/retal;true
D05;Irritação perianal;Irritação perianal;true
D06;Outras dores abdominais localizadas;Outras dores abdominais localizadas;true
D07;Dispepsia/indigestão;Dispepsia/indigestão;true
D08;Flatulência /gases/eructações;Flatulência /gases/eructações;true
D09;Náusea;Náusea;true
D10;Vomito;Vômito;true
D11;Diarreia;Diarréia;true
D12;Obstipação;Obstipação;true
D13;Icterícia;Icterícia;true
D14;Hematêmese/vómito sangue;Hematêmese/vômito sangue;true
D15;Melena;Melena;true
D16;Hemorragia retal;Hemorragia/ sangramento retal;true
D17;Incontinência fecal;Incontinência fecal;true
D18;Alterações nas fezes/mov. intestinais;Alterações nas fezes/movimentos intestinais;true
D19;Sinais/sintomas dos dentes/gengivas;Sinais/sintomas dos dentes/gengivas;true
D20;Sinais/sintomas da boca/língua/lábios;Sinais/sintomas da boca/língua/lábios;true
D21;Problemas de deglutição;Problemas de deglutição;true
D23;Hepatomegalia;Hepatomegalia;true
D24;Massa abdominal NE;Massa abdominal NE;true
D25;Distensão abdominal;Distensão abdominal;true
D26;Medo de câncer no aparelho digestivo;Medo de câncer no aparelho digestivo;true
D27;Medo de outras doenças aparelho digestivo;Medo de outras doenças aparelho digestivo;true
D28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
D29;Outros sinais/sintomas digestivos;Outros sinais/sintomas digestivos;true
D70;Infecção gastrointestinal;Infecção gastrointestinal;true
D71;Caxumba/parotidite epidêmica;Caxumba/parotidite epidêmica;true
D72;Hepatite viral;Hepatite viral;true
D73;Gastroenterite, presumível infecção;Gastroenterite, presumível infecção;true
D74;Neoplasia maligna do estômago;Câncer do estômago;true
D75;Neoplasia maligna do cólon/reto;Câncer do cólon/reto;true
D76;Neoplasia maligna do pâncreas;Câncer do pâncreas;true
D77;Neoplasia maligna do aparelho digestivo NE;Câncer do aparelho digestivo NE;true
D78;Neoplasia benigna do aparelho digestivo/incerta;Tumor benigno do aparelho digestivo/incerto;true
D79;Corpo estranho no aparelho digestivo;Corpo estranho no aparelho digestivo;true
D80;Outras lesões traumáticas;Outras lesões traumáticas;true
D81;Malformações congênitas do aparelho digestivo;Malformações congênitas do aparelho digestivo;true
D82;Doença dos dentes/gengivas;Doença dos dentes/gengivas;true
D83;Doença da boca/língua/lábios;Doença da boca/língua/lábios;true
D84;Doença do esôfago;Doença do esôfago;true
D85;Úlcera do duodeno;Úlcera do duodeno;true
D86;Úlcera péptica, outra;Úlcera péptica, outra;true
D87;Alterações funcionais estômago;Alterações funcionais estômago;true
D88;Apendicite;Apendicite;true
D89;Hérnia inguinal;Hérnia inguinal;true
D90;Hérnia de hiato /diafragmática;Hérnia de hiato /diafragmática;true
D91;Hérnia abdominal, outras;Hérnia abdominal, outras;true
D92;Doença diverticular intestinal;Doença diverticular intestinal;true
D93;Síndrome do cólon irritável;Síndrome do cólon irritável;true
D94;Enterite crónica/colite ulcerosa;Enterite crônica/colite ulcerosa;true
D95;Fissura anal / abcesso perianal;Fissura anal / abcesso perianal;true
D96;Lombrigas /outros parasitas;Lombrigas /outros parasitas;true
D97;Doenças do fígado /NE;Doenças do fígado /NE;true
D98;Colecistite, colelitiase;Colecistite, colelitiase;true
D99;Outra doença do aparelho digestivo;Outra doença do aparelho digestivo;true
F01;Dor no olho;Dor no olho;true
F02;Olho vermelho;Olho vermelho;true
F03;Secreção ocular;Secreção ocular;true
F04;Moscas volantes/pontos luminosos/escotomas/ manchas;Moscas volantes/pontos luminosos/escotomas/ manchas;true
F05;Outras perturbações visuais;Outras perturbações visuais;true
F13;Sensações oculares anormais;Sensações oculares anormais;true
F14;Movimentos oculares anormais;Movimentos oculares anormais;true
F15;Aparência anormal nos olhos;Aparência anormal nos olhos;true
F16;Sinais/sintomas das pálpebras;Inchaço/ sintomas das pálpebras;true
F17;Sinais/sintomas relacionados a óculos;Alergias/sintomas relacionados a óculos;true
F18;Sinais/sintomas relacionados a lentes de contato;Alergias/sintomas relacionados a lentes de contato;true
F27;Medo de doença ocular;Medo de doença ocular;true
F28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
F29;Outros sinais/sintomas oculares;Outros sinais/sintomas oculares;true
F70;Conjuntivite infecciosa;Conjuntivite infecciosa;true
F71;Conjuntivite alérgica;Conjuntivite alérgica;true
F72;Blefarite/hordéolo/calázio;Blefarite/hordéolo/calázio;true
F73;Outras infecções/inflamações oculares;Outras infecções/inflamações oculares;true
F74;Neoplasia do olho/anexos;Neoplasia do olho/anexos;true
F75;Contusão/hemorragia ocular;Contusão/hemorragia ocular;true
F76;Corpo estranho ocular;Corpo estranho ocular;true
F79;Outras lesões traumáticas oculares;Outras lesões traumáticas oculares;true
F80;Obstrução canal lacrimal da criança;Obstrução do canal lacrimal da criança;true
F81;Outras malformações congênitas do olho;Outras malformações congênitas do olho;true
F82;Descolamento da retina;Descolamento da retina;true
F83;Retinopatia;Retinopatia;true
F84;Degeneração macular;Degeneração macular;true
F85;Ulcera da córnea;Ulcera da córnea;true
F86;Tracoma;Tracoma;true
F91;Erro de refração;Erro de refração/ miopia/ hipermetropia/ astigmatismo;true
F92;Catarata;Catarata;true
F93;Glaucoma;Glaucoma;true
F94;Cegueira;Cegueira;true
F95;Estrabismo;Estrabismo;true
F99;Outra doenças oculares/anexos;Outra doenças oculares/anexos;true
H01;Dor de ouvidos;Dor de ouvido;true
H02;Problemas de audição;Problemas de audição;true
H03;Acufeno, zumbidos, ruído, assobios;Zumbidos, ruído, assobios;true
H04;Secreção no ouvido;Secreção no ouvido;true
H05;Hemorragia no ouvido;Hemorragia no ouvido;true
H13;Sensação de ouvido tapado;Sensação de ouvido tapado;true
H15;Preocupação com a aparência das orelhas;Preocupação com a aparência das orelhas;true
H27;Medo de doença do ouvido;Medo de doença do ouvido;true
H28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
H29;Outros sinais/sintomas ouvido;Outros sinais/sintomas ouvido;true
H70;Otite externa;Otite externa;true
H71;Otite media aguda/miringite;Otite media aguda/miringite;true
H72;Otite média serosa;Otite média serosa;true
H73;Infecção da Trompa de Eustáquio;Infecção da Trompa de Eustáquio;true
H74;Otite media crónica;Otite media crônica;true
H75;Neoplasia do ouvido;Tumor/ câncer do ouvido;true
H76;Corpo estranho do ouvido;Corpo estranho do ouvido;true
H77;Perfuração do tímpano;Perfuração do tímpano;true
H78;Traumatismo superficial do ouvido;Traumatismo superficial do ouvido;true
H79;Outros traumatismos do ouvido;Outros traumatismos do ouvido;true
H80;Malformações congênitas do ouvido;Malformações congênitas do ouvido;true
H81;Cerúmen no ouvido em excesso;Cerúmen no ouvido em excesso/ rolha de cera;true
H82;Síndrome vertiginosa;Síndrome vertiginosa;true
H83;Otoesclerose;Otoesclerose;true
H84;Presbiacusia;Presbiacusia;true
H85;Lesão acústica;Lesão acústica;true
H86;Surdez;Surdez;true
H99;Outra doença do ouvido/mastóide;Outra doença do ouvido/mastóide;true
K01;Dor atribuída ao coração;Dor atribuída ao coração;true
K02;Sensação de pressão/aperto atribuída ao coração;Sensação de pressão/aperto atribuída ao coração;true
K03;Dores atribuídas ao aparelho circulatório NE;Dores atribuídas ao aparelho circulatório NE;true
K04;Palpitações/percepção dos batimentos cardíacos;Palpitações/percepção dos batimentos cardíacos;true
K05;Outras irregularidades dos batimentos cardíacos;Outras irregularidades dos batimentos cardíacos;true
K06;Veias proeminentes;Veias proeminentes;true
K07;Tornozelos inchados/edema;Tornozelos inchados/edema;true
K22;Fator de risco para doença cardiovascular;Fator de risco para doença cardiovascular;true
K24;Medo de doença cardíaca;Medo de doença cardíaca;true
K25;Medo de hipertensão;Medo de hipertensão;true
K27;Medo de outra doença cardiovascular;Medo de outra doença cardiovascular;true
K28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
K29;Outros sinais/sintomas cardiovasculares;Outros sinais/sintomas cardiovasculares;true
K70;Doença infecciosa do aparelho circulatório;Doença infecciosa do aparelho circulatório;true
K71;Febre reumática/cardiopatia;Febre reumática/cardiopatia;true
K72;Neoplasia do aparelho circulatório;Neoplasia do aparelho circulatório;true
K73;Malformações congênitas do aparelho circulatório;Malformações congênitas do aparelho circulatório;true
K74;Doença cardíaca isquémica com angina;Doença cardíaca isquêmica com angina;true
K75;Infarto ou Enfarte agudo miocárdio;Infarto ou Enfarte agudo miocardio;true
K76;Doença cardíaca isquémica sem angina;Doença coronariana;true
K77;Insuficiência cardíaca;Insuficiência cardíaca;true
K78;Fibrilação/flutter auricular/ atrial;Arritmia do tipo fibrilação atrial;true
K79;Taquicardia Paroxística;Taquicardia Paroxística;true
K80;Arritmia cardíaca NE;Arritmia cardíaca NE;true
K81;Sopro cardíaco/arterial NE;Sopro cardíaco/arterial NE;true
K82;Doença cardiopulmonar;Doença cardiopulmonar;true
K83;Doença valvular cardíaca NE;Doença valvular cardíaca NE;true
K84;Outras doenças cardíacas;Outras doenças cardíacas;true
K85;Pressão arterial elevada;Pressão arterial elevada;true
K86;Hipertensão sem complicações;Pressão alta/ Hipertensão sem complicações;true
K87;Hipertensão com complicações;Pressão alta/ Hipertensão com complicações;true
K88;Hipotensão postural;Hipotensão postural;true
K89;Isquêmia/ acidente cerebral transitória(o);Acidente isquêmico transitório;true
K90;Trombose/acidente vascular cerebral;Acidente vascular cerebral/ AVC/ derrame;true
K91;Doença vascular cerebral;Doença vascular cerebral;true
K92;Aterosclerose/doença vascular periférica;Aterosclerose/doença vascular periférica;true
K93;Embolia pulmonar;Embolia pulmonar;true
K94;Flebite/tromboflebite;Flebite/tromboflebite;true
K95;Veias varicosas da perna;Varizes;true
K96;Hemorróidas;Hemorróidas;true
K99;Outras doenças do aparelho circulatório;Outras doenças do aparelho circulatório;true
L01;Sinais/sintomas do pescoço;Dor/sintomas do pescoço;true
L02;Sinais/sintomas da região dorsal;Dor/sintomas da região dorsal;true
L03;Sinais/sintomas da região lombar;Dor/sintomas da região lombar;true
L04;Sinais/sintomas do tórax;Dor/sintomas do tórax;true
L05;Sinais/sintomas da axila;Dor/sintomas da axila;true
L07;Sinais/sintomas da mandíbula;Dor/sintomas da mandíbula;true
L08;Sinais/sintomas dos ombros;Dor/sintomas dos ombros;true
L09;Sinais/sintomas dos braços;Dor/sintomas dos braços;true
L10;Sinais/sintomas dos cotovelos;Dor/sintomas dos cotovelos;true
L11;Sinais/sintomas dos punhos;Dor/sintomas dos punhos;true
L12;Sinais/sintomas das mãos e dedos;Dor/sintomas das mãos e dedos;true
L13;Sinais/sintomas do quadril;Dor/sintomas do quadril;true
L14;Sinais/sintomas da coxa/perna;Sinais/sintomas da coxa/perna;true
L15;Sinais/sintomas do joelho;Dor/sintomas do joelho;true
L16;Sinais/sintomas do tornozelo;Dor/sintomas do tornozelo;true
L17;Sinais/sintomas do pé/dedos pé;Dor/sintomas do pé/dedos pé;true
L18;Dores musculares;Dores musculares;true
L19;Sinais/sintomas musculares NE;Dores/sintomas musculares NE;true
L20;Sinais/sintomas das articulações NE;Dores/sintomas das articulações NE;true
L26;Medo de câncer no aparelho músculo-esquelético;Medo de câncer no aparelho músculo-esquelético;true
L27;Medo de doença no aparelho músculo-esquelético, outro;Medo de doença no aparelho músculo-esquelético, outro;true
L28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
L29;Outros sinais/sintomas do aparelho músculo-esquelético;Outros sinais/sintomas do aparelho músculo-esquelético;true
L70;Infecções do aparelho músculo-esquelético;Infecções do aparelho músculo-esquelético;true
L71;Neoplasia maligna do aparelho músculo-esquelético;Câncer do aparelho músculo-esquelético;true
L72;Fratura: rádio/cúbito;Fratura: rádio/cúbito;true
L73;Fratura: tíbia/perônio/ fíbula;Fratura: tíbia/perônio/ fíbula;true
L74;Fratura: osso da mão/pé;Fratura: osso da mão/pé;true
L75;Fratura: fémur;Fratura: fémur;true
L76;Outras fraturas;Outras fraturas;true
L77;Entorses e distensões do tornozelo;Entorses e distensões do tornozelo;true
L78;Entorses e distensões do joelho;Entorses e distensões do joelho;true
L79;Entorses e distensões das articulações NE;Entorses e distensões das articulações NE;true
L80;Luxação/subluxação;Luxação/subluxação;true
L81;Traumatismos do aparelho musculoesquelético NE;Amputação/ Traumatismos do aparelho musculoesquelético NE;true
L82;Malformações congênitas do aparelho músculo-esquelético;Malformações congênitas do aparelho músculo-esquelético;true
L83;Doenças ou síndromes da coluna cervical;Doenças ou síndromes da coluna cervical;true
L84;Doenças ou síndromes da coluna sem irradiação de dor;Doenças ou síndromes da coluna sem irradiação de dor;true
L85;Deformação adquirida da coluna;Deformação adquirida da coluna/ cifose/ escoliose/ lordose/ corcunda;true
L86;Síndrome vertebral com irradiação dor;Síndrome vertebral com irradiação dor;true
L87;Bursite/tendinite/sinovite NE;Bursite/tendinite/sinovite NE;true
L88;Artrite reumatóide/seropositiva;Artrite reumatóide;true
L89;Osteoartrose do quadril;Osteoartrose do quadril;true
L90;Osteoartrose do joelho;Osteoartrose do joelho;true
L91;Outras osteoartroses;Outras osteoartroses;true
L92;Síndrome do ombro doloroso;Síndrome do ombro doloroso;true
L93;Cotovelo de tenista;Cotovelo de tenista;true
L94;Osteocondrose;Osteocondrose;true
L95;Osteoporose;Osteoporose;true
L96;Lesão interna aguda do joelho;Lesão interna aguda do joelho;true
L97;Neoplasia benigna/incertas;Tumor benigno/incerto;true
L98;Malformação adquirida de um membro;Malformação adquirida de um membro;true
L99;Outra doença do aparelho músculo-esquelético;Outra doença do aparelho músculo-esquelético;true
N01;Cefaléia;Cefaléia;true
N03;Dores da face;Dores da face;true
N04;Síndrome das pernas inquietas;Síndrome das pernas inquietas;true
N05;Formigamento/ parestesia nos dedos das mãos/pés;Formigamento/ parestesia nos dedos das mãos/pés;true
N06;Outras alterações da sensibilidade;Outras alterações da sensibilidade;true
N07;Convulsões/ataques;Convulsões/ataques;true
N08;Movimentos involuntários anormais;Movimentos involuntários anormais;true
N16;Alterações do olfato/gosto;Alterações do olfato/gosto;true
N17;Vertigens/tonturas;Vertigens/tonturas;true
N18;Paralisia/fraqueza;Paralisia/fraqueza;true
N19;Perturbações da fala;Perturbações da fala;true
N26;Medo de câncer do sistema neurológico;Medo de câncer do sistema neurológico;true
N27;Medo de outras doenças neurológicas;Medo de outras doenças neurológicas;true
N28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
N29;Sinais/sintomas do sistema neurológico, outros;Dor/sintomas do sistema neurológico, outros;true
N70;Poliomielite;Poliomielite;true
N71;Meningite/encefalite;Meningite/encefalite;true
N72;Tétano;Tétano;true
N73;Outra infecção neurológica;Outra infecção neurológica;true
N74;Neoplasia maligna do sistema neurológico;Câncer do sistema neurológico;true
N75;Neoplasia benigna do sistema neurológico;Tumor do sistema neurológico;true
N76;Neoplasia do sistema neurológico de natureza incerta;Tumor do sistema neurológico de natureza incerta;true
N79;Concussão;Trauma cranio encefálico;true
N80;Outras lesões cranianas;Outras lesões cranianas;true
N81;Outra lesão do sistema neurológico;Outra lesão do sistema neurológico;true
N85;Malformações congênitas;Malformações congênitas;true
N86;Esclerose múltipla;Esclerose múltipla;true
N87;Parkinsonismo;Parkinsonismo;true
N88;Epilepsia;Epilepsia;true
N89;Enxaqueca;Enxaqueca;true
N90;Cefaléia de cluster;Cefaléia de cluster;true
N91;Paralisia facial/paralisia de Bell;Paralisia facial/paralisia de Bell;true
N92;Nevralgia do trigémio;Nevralgia do trigêmio;true
N93;Síndrome do túnel do carpo/ Síndrome do canal cárpico;Síndrome do túnel do carpo/ Síndrome do canal cárpico;true
N94;Neurite/ Nevrite/neuropatia periférica;Neurite/neuropatia periférica/ Sindrome de Guillain Barré;true
N95;Cefaléia tensional;Cefaléia tensional;true
N99;Outras doenças do sistema neurológico;Outras doenças do sistema neurológico;true
P01;Sensação de ansiedade/nervosismo/tensão;Sensação de ansiedade/nervosismo/tensão;true
P02;Reação aguda ao estresse;Reação aguda ao estresse;true
P03;Tristeza/ Sensação de depressão;Tristeza/ Sensação de depressão;true
P04;Sentir/comportar-se de forma irritável/zangada;Sentir/comportar-se de forma irritável/zangada;true
P05;Sensação/comportamento senil;Sensação/comportamento senil;true
P06;Perturbação do sono;Perturbação do sono;true
P07;Diminuição do desejo sexual;Diminuição do desejo sexual;true
P08;Diminuição da satisfação sexual;Diminuição da satisfação sexual;true
P09;Preocupação com a preferência sexual;Preocupação com a preferência sexual;true
P10;Gaguejar/balbuciar/tiques;Gaguejar/balbuciar/tiques;true
P11;Problemas de alimentação da criança;Problemas de alimentação da criança;true
P12;Molhar a cama/enurese;Molhar a cama/enurese;true
P13;Encoprese/outros problemas de incontinência fecal;Encoprese/outros problemas de incontinência fecal;true
P15;Abuso crônico de álcool;Abuso crônico de álcool;true
P16;Abuso agudo de álcool;Abuso agudo de álcool;true
P17;Abuso do tabaco;Abuso do tabaco;true
P18;Abuso de medicação;Abuso de medicação;true
P19;Abuso de drogas;Abuso de drogas/ drogadição;true
P20;Alterações da memória;Alterações da memória;true
P22;Sinais/sintomas relacionados ao comportamento da criança;Sintomas relacionados ao comportamento da criança/ criança hiperativa;true
P23;Sinais/sintomas relacionados ao comportamento do adolescente;Sinais/sintomas relacionados ao comportamento do adolescente/ delinquência;true
P24;Dificuldades especificas de aprendizagem;Dificuldades especificas de aprendizagem;true
P25;Problemas da fase de vida de adulto;Problemas da fase de vida de adulto;true
P27;Medo de perturbações mentais;Medo de perturbações mentais;true
P28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
P29;Sinais/sintomas psicológicos, outros;Sinais/sintomas psicológicos, outros;true
P70;Demência;Demência;true
P71;Outras psicoses orgânicas NE;Outras psicoses orgânicas NE;true
P72;Esquizofrenia;Esquizofrenia;true
P73;Psicose afetiva;Psicose afetiva;true
P74;Distúrbio ansioso/estado de ansiedade;Distúrbio ansioso/estado de ansiedade;true
P75;Somatização;Somatização;true
P76;Perturbações depressivas;Perturbações depressivas;true
P77;Suicídio/tentativa de suicídio;Suicídio/tentativa de suicídio;true
P78;Neurastenia;Neurastenia;true
P79;Fobia/perturbação compulsiva;Fobia/perturbação compulsiva;true
P80;Perturbações de personalidade;Perturbações de personalidade;true
P81;Perturbação hipercinética;Perturbação hipercinética;true
P82;Estresse pós traumático;Estresse pós traumático;true
P85;Retardo/ Atraso mental;Retardo/ Atraso mental;true
P86;Anorexia nervosa, bulimia;Anorexia nervosa, bulimia;true
P98;Outras psicoses NE;Outras psicoses NE;true
P99;Outras perturbações psicológicas;Outras perturbações psicológicas;true
R01;Dor atribuída ao aparelho respiratório;Dor atribuída ao aparelho respiratório;true
R02;Dificuldade respiratória, dispneia;Dificuldade respiratória, dispneia;true
R03;Respiração ruidosa;Respiração ruidosa;true
R04;Outros problemas respiratórios;Outros problemas respiratórios;true
R05;Tosse;Tosse;true
R06;Hemorragia nasal/epistaxe;Hemorragia nasal/epistaxe;true
R07;Espirro/congestão nasal;Espirro/congestão nasal;true
R08;Outros sinais/sintomas nasais;Outros sinais/sintomas nasais;true
R09;Sinais/sintomas dos seios paranasais;Dor/sintomas dos seios paranasais;true
R21;Sinais/sintomas da garganta;Dor/sintomas da garganta;true
R23;Sinais/sintomas da voz;Rouquidão/sintomas da voz;true
R24;Hemoptise;Hemoptise;true
R25;Expectoração/mucosidade anormal;Expectoração/mucosidade anormal;true
R26;Medo de câncer do aparelho respiratório;Medo de câncer do aparelho respiratório;true
R27;Medo de outras doenças respiratórias;Medo de outras doenças respiratórias;true
R28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
R29;Sinais/sintomas do aparelho respiratório, outros;Sinais/sintomas do aparelho respiratório, outros;true
R71;Tosse convulsa/ pertussis;Pertussis;true
R72;Infecção estreptocócica da orofaringe;Infecção estreptocócica da orofaringe/ pus na garganta;true
R73;Abcesso/furúnculo no nariz;Abcesso/furúnculo no nariz;true
R74;Infecção aguda do aparelho respiratório superior (IVAS);Infecção aguda do aparelho respiratório superior (IVAS);true
R75;Sinusite crónica/aguda;Sinusite crônica/aguda;true
R76;Amigdalite aguda;Amigdalite aguda;true
R77;Laringite/traqueíte aguda;Laringite/traqueíte aguda;true
R78;Bronquite/bronquiolite aguda;Bronquite/bronquiolite aguda;true
R79;Bronquite crônica;Bronquite crônica/ DPOC/ Doença Pulmonar Obstrutiva Crônica;true
R80;Gripe;Gripe;true
R81;Pneumonia;Pneumonia;true
R82;Pleurite/derrame pleural;Pleurite/derrame pleural;true
R83;Outra infecção respiratória;Outra infecção respiratória;true
R84;Neoplasia maligna dos brônquios/pulmão;Cãncer dos brônquios/pulmão;true
R85;Outra neoplasia respiratória maligna;Outra câncer respiratório;true
R86;Neoplasia benigna respiratória;Tumor benigno do aparelho respiratório;true
R87;Corpo estranho nariz/laringe/brônquios;Corpo estranho no nariz/laringe/brônquios;true
R88;Outra lesão respiratória;Outra lesão respiratória;true
R89;Malformação congénita do aparelho respiratório;Malformação congênita do aparelho respiratório;true
R90;Hipertrofia das amígdalas/adenóides;Hipertrofia das amígdalas/adenóides;true
R92;Neoplasia respiratória NE;Neoplasia respiratória NE;true
R95;Doença pulmonar obstrutiva crónica;Enfisema/ DPOC/ Doença Pulmonar Obstrutiva Crônica;true
R96;Asma;Asma;true
R97;Rinite alérgica;Rinite alérgica;true
R98;Síndrome de hiperventilação;Síndrome de hiperventilação;true
R99;Outras doenças respiratórias;Outras doenças respiratórias;true
S01;Dor/sensibilidade dolorosa da pele;Dor/sensibilidade dolorosa da pele;true
S02;Prurido;Prurido;true
S03;Verrugas;Verrugas;true
S04;Tumor/inchaço localizado;Tumor/inchaço localizado;true
S05;Tumores/inchaços generalizados;Tumores/inchaços generalizados;true
S06;Erupção cutânea localizada;Erupção cutânea localizada;true
S07;Erupção cutânea generalizada;Erupção cutânea generalizada;true
S08;Alterações da cor da pele;Alterações da cor da pele/ mancha/ olheira;true
S09;Infecção dos dedos das mãos/pés;Infecção dos dedos das mãos/pés;true
S10;Furúnculo/carbúnculo;Furúnculo/carbúnculo;true
S11;Infecção pós-traumática da pele;Infecção pós-traumática da pele;true
S12;Picada ou mordedura de inseto;Picada ou mordedura de inseto;true
S13;Mordedura animal/humana;Mordedura animal/humana;true
S14;Queimadura/escaldão;Queimadura/escaldão;true
S15;Corpo estranho na pele;Corpo estranho na pele;true
S16;Traumatismo/contusão;Traumatismo/contusão;true
S17;Abrasão/arranhão/bolhas;Abrasão/arranhão/bolhas;true
S18;Laceração/corte;Laceração/corte;true
S19;Outra lesão cutânea;Outra lesão cutânea;true
S20;Calos/calosidades;Calos/calosidades;true
S21;Sinais/sintomas da textura da pele;Pele seca/ descamação/ rugas;true
S22;Sinais/sintomas das unhas;Sinais/sintomas das unhas;true
S23;Queda de cabelo/calvície;Queda de cabelo/calvície;true
S24;Sinais/sintomas do cabelo/couro cabeludo;Cabelo seco/ sintomas do couro cabeludo;true
S26;Medo de câncer de pele;Medo de câncer de pele;true
S27;Medo de outra doença da pele;Medo de outra doença da pele;true
S28;Limitação funcional/incapacidade;Limitação funcional/incapacidade;true
